mz,n_files_present,pct_files_present,mean_importance,files_present
361.1413,3,60.0,0.028421,rf_feature_importances_DHB_1_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_21_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_49_1hnr_OMP_pca10_kmeans4_smoothing.csv
314.1282,2,40.0,0.032329,rf_feature_importances_DHB_10_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_21_1hnr_OMP_pca10_kmeans4_smoothing.csv
213.5267,2,40.0,0.023933,rf_feature_importances_DHB_10_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_49_1hnr_OMP_pca10_kmeans4_smoothing.csv
160.0041,2,40.0,0.01981,rf_feature_importances_DHB_10_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_21_1hnr_OMP_pca10_kmeans4_smoothing.csv
179.2368,2,40.0,0.019582,rf_feature_importances_DHB_10_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_21_1hnr_OMP_pca10_kmeans4_smoothing.csv
336.1224,2,40.0,0.021793,rf_feature_importances_DHB_10_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_21_1hnr_OMP_pca10_kmeans4_smoothing.csv
374.1274,2,40.0,0.034807,rf_feature_importances_DHB_1_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_49_1hnr_OMP_pca10_kmeans4_smoothing.csv
176.0149,2,40.0,0.018023,rf_feature_importances_DHB_1_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_49_1hnr_OMP_pca10_kmeans4_smoothing.csv
550.147,2,40.0,0.015915,rf_feature_importances_DHB_1_1hnr_OMP_pca10_kmeans4_smoothing.csv; rf_feature_importances_DHB_21_1hnr_OMP_pca10_kmeans4_smoothing.csv
